"doi","publication_date","title","financial_disclosure","grants","Id","grant_title"
"10.1371/journal.pone.0037465","2012-05-21","Evaluation of Genetic Markers as Instruments for Mendelian Randomization Studies on Vitamin D","This study was supported by grants from the British Heart Foundation and the UK Medical Research Council [project grant G0601653, PrevMetSyn/SALVE with Academy of Finland]. EH is a Department of Health (UK) Public Health Career Scientist. The 25-hydroxyvitamin D assay in the 1958 British birth cohort was funded by the BUPA foundation. Genotype data from the 1958 British birth cohort DNA collection was funded by MRC grant G0000934 and Wellcome Trust grant 068545/Z/02. This research used resources provided by the Type 1 Diabetes Genetics Consortium, a collaborative clinical study sponsored by the National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK), National Institute of Allergy and Infectious Diseases, National Human Genome Research Institute, National Institute of Child Health and Human Development, and Juvenile Diabetes Research Foundation International (JDRF) and supported by U01 DK062418. This study also makes use of data generated by the Wellcome Trust Case-Control Consortium. A full list of the investigators who contributed to the generation of the data is available from www.wtccc.org.uk. Funding for the project was provided by the Wellcome Trust under award 076113. The work was undertaken at the Centre for Paediatric Epidemiology and Biostatistics which benefits from funding support from the MRC in its capacity as the MRC Centre of Epidemiology for Child Health. Research at the University College London Institute of Child Health and Great Ormond Street Hospital for Children NHS Trust benefits from R&D funding received from the NHS Executive. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","68545;76113",68545,"Genetics advisory group for 1958 birth cohort."
"10.1371/journal.pone.0037634","2012-06-18","Assessment at Antiretroviral Clinics during TB Treatment Reduces Loss to Follow-Up among HIV-Infected Patients","This work was supported by The Perinatal HIV Research Unit, the US Agency for International Development, and the President’s Emergency Plan for AIDS Relief (to DJP and SM); and Wellcome Trust (RJW and GM, WT 081667, 084323 and 088316). The data analysis was supported by a Fogarty International Center South Africa TB/AIDS Training Award (NIH/FIC 1U2RTW007373-01A1, 1U2RTW007370). RJW also receives support from The European and Developing Countries Clinical Trials Partnership (EDCTP) (IP.07.32080.002) and the Medical Research Council of the United Kingdom (U.1175.02.002.00014.01). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","81667;84323;88316;32080",81667,"Clinical proteomic and genomic characterisation of the immune reconstitution inflammatory syndrome in HIV-associated tuberculosis"
"10.1371/journal.pone.0037634","2012-06-18","Assessment at Antiretroviral Clinics during TB Treatment Reduces Loss to Follow-Up among HIV-Infected Patients","This work was supported by The Perinatal HIV Research Unit, the US Agency for International Development, and the President’s Emergency Plan for AIDS Relief (to DJP and SM); and Wellcome Trust (RJW and GM, WT 081667, 084323 and 088316). The data analysis was supported by a Fogarty International Center South Africa TB/AIDS Training Award (NIH/FIC 1U2RTW007373-01A1, 1U2RTW007370). RJW also receives support from The European and Developing Countries Clinical Trials Partnership (EDCTP) (IP.07.32080.002) and the Medical Research Council of the United Kingdom (U.1175.02.002.00014.01). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","81667;84323;88316;32080",88316,"Quadruple intervention against tuberculosis."
"10.1371/journal.pone.0037953","2012-05-25","Regulation of Adipocyte 11β-Hydroxysteroid Dehydrogenase Type 1 (11β-HSD1) by CCAAT/Enhancer-Binding Protein (C/EBP) β Isoforms, LIP and LAP","This work was supported by a Wellcome Trust Programme Grant (grant number WT083184 to JRS and KEC). NMM was funded by a Wellcome Trust Career Development Fellowship (grant 079660/z/06/z). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","83184;79660",83184,"11beta hydroxysteroid dehydrogenase type 1 and atherosclerosis risk."
"10.1371/journal.pone.0037953","2012-05-25","Regulation of Adipocyte 11β-Hydroxysteroid Dehydrogenase Type 1 (11β-HSD1) by CCAAT/Enhancer-Binding Protein (C/EBP) β Isoforms, LIP and LAP","This work was supported by a Wellcome Trust Programme Grant (grant number WT083184 to JRS and KEC). NMM was funded by a Wellcome Trust Career Development Fellowship (grant 079660/z/06/z). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","83184;79660",79660,"Investigating genetic leanness: what goes ""right"" in obesity-resistance."
"10.1371/journal.pone.0037993","2012-06-04","MEG Can Map Short and Long-Term Changes in Brain Activity following Deep Brain Stimulation for Chronic Pain","This work is funded by The Wellcome Trust and Engineering and Physical Sciences Research Council UK (EPSRC) under grant number WT 088877/Z/09/Z. MLK is funded by the TrygFonden Charitable Foundation and TZA is funded by the Medical Research Council, the Norman Collisson Foundation and the Charles Wolfson Charitable Trust. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","88877",88877,"Centre of Excellence in Personalised Healthcare."
"10.1371/journal.pone.0038188","2012-06-04","Key Physiological Parameters Dictate Triggering of Activity-Dependent Bulk Endocytosis in Hippocampal Synapses","TWG is supported by the Interdisciplinary Center of Clinical Research (IZKF) in Erlangen (Project J5 and E10). EMW was supported by a stipend from the Erlanger Leistungsbezogene Anschubfinanzierung und Nachwuchsförderung ELAN. AM is supported by a Biotechnology and Biology Sciences Research Council studentship and work was supported by a Wellcome Trust award to MAC (084277). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","84277",84277,"Activity-dependent control of bulk endocytosis by the dynamin - syndapin interaction."
"10.1371/journal.pone.0038271","2012-05-31","A Longitudinal Study of Streptococcus pneumoniae Carriage in a Cohort of Infants and Their Mothers on the Thailand-Myanmar Border","This work was supported by the Wellcome Trust of Great Britain (Grant No. 083735/Z/07/Z to PT). Shoklo Malaria Research Unit is part of the Mahidol Oxford University Research Unit supported by the Wellcome Trust of Great Britain. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","83735",83735,"A study of the epidemiology of lower respiratory tract infection and pneumococcal carriage in refugee infants living on the Thai-Burmese border."
"10.1371/journal.pone.0038297","2012-06-05","Modelling Noninvasively Measured Cerebral Signals during a Hypoxemia Challenge: Steps towards Individualised Modelling","The initial study was undertaken at University College London Hospitals and partially funded by the Department of Health’s National Institute for Health Research Centres funding scheme. Subsequent research in this paper was funded in part by the Engineering and Physical Sciences Research Council grant EP/D060982/1, Medical Research Council (MRC) grant G0701458 and Wellcome Trust grant WT/089914/A/09/Z. No additional external funding received for this study and the funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","89914",89914,"Integrating monitoring and modelling for real-time tracking of cerebral circulation and metabolism."
"10.1371/journal.pone.0038427","2012-06-04","Vital Dye Reaction and Granule Localization in Periplasm of Escherichia coli","This work was funded by NSERC and the Canadian Institute for Advanced Research (CIFAR), the Wellcome Trust (grant number 092532) and the Max-Planck Society. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","92532",92532,"Defining protein-protein interaction networks in cytochrome c assembly."
"10.1371/journal.pone.0038489","2012-06-12","Intracellular Pathogen Leishmania donovani Activates Hypoxia Inducible Factor-1 by Dual Mechanism for Survival Advantage within Macrophage","The work was supported by the financial assistance from The Wellcome Trust, UK in terms of International Senior Research Fellowship (Ref. 073617) and Department of Biotechnology, India (BT/PR14798/MED/29/226/2010) to CKM. AKS, SB and VKS acknowledge the support of fellowships from CSIR, India. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","73617",73617,"The role of iron in the growth of Leishmania donovani and in interaction with host macrophages."
"10.1371/journal.pone.0038630","2012-06-18","Immune Responses to Plague Infection in Wild Rattus rattus, in Madagascar: A Role in Foci Persistence?","This investigation was funded by the Institut Pasteur de Madagascar and the Wellcome Trust (081705/B/06/Z). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","81705",81705,"Plague epidemiology and risk in the heterogeneous rural landscapes of Madagascar ."
"10.1371/journal.pone.0038636","2012-06-13","“Even if You Know Everything You Can Forget”: Health Worker Perceptions of Mobile Phone Text-Messaging to Improve Malaria Case-Management in Kenya","The study was funded by the Wellcome Trust, UK (#084253). Dr. Snow is supported by the Wellcome Trust as Principal Research Fellow [#079080] which also supports Dr. Githinji. Dr. Zurovac and Dr. Sudoi are supported by the Welcome Trust project grant [#084253]. All authors acknowledge support from the Wellcome Trust core grant [#092654/Z/10/A]. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","84253;79080;92654",84253,"Improving quality of paediatric outpatient malaria case-management using mobile phone text-messaging in Kenya."
"10.1371/journal.pone.0038636","2012-06-13","“Even if You Know Everything You Can Forget”: Health Worker Perceptions of Mobile Phone Text-Messaging to Improve Malaria Case-Management in Kenya","The study was funded by the Wellcome Trust, UK (#084253). Dr. Snow is supported by the Wellcome Trust as Principal Research Fellow [#079080] which also supports Dr. Githinji. Dr. Zurovac and Dr. Sudoi are supported by the Welcome Trust project grant [#084253]. All authors acknowledge support from the Wellcome Trust core grant [#092654/Z/10/A]. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","84253;79080;92654",92654,"Oxford part of Kenya MOP renewal 2010 - 2015"
